Vuosi,Kk,Ha_Tunnus,Hallinnonala,Tv_Tunnus,Kirjanpitoyksikkö,PaaluokkaOsasto_TunnusP,PaaluokkaOsasto_sNimi,Luku_TunnusP,Luku_sNimi,Momentti_TunnusP,Momentti_sNimi,TakpT_TunnusP,TakpT_sNimi,TakpTr_sNimi,Tililuokka_Tunnus,Tililuokka_sNimi,Ylatiliryhma_Tunnus,Ylatiliryhma_sNimi,Tiliryhma_Tunnus,Tiliryhma_sNimi,Tililaji_Tunnus,Tililaji_sNimi,LkpT_Tunnus,LkpT_sNimi,Alkuperäinen_talousarvio,Lisätalousarvio,Voimassaoleva_talousarvio,Käytettävissä,Alkusaldo,Nettokertymä_ko_vuodelta,NettoKertymaAikVuosSiirrt,Nettokertymä,Loppusaldo
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.50.,Eläkkeet ja korvaukset,28.50.16.,Ylimääräiset eläkkeet ja muut eläkemenot,28.50.16.1.,Ylimääräiset eläkkeet (KPY),,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,1416000.0,0.0,1416000.0,1416000.0,0.0,0.0,0.0,0.0,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.50.,Eläkkeet ja korvaukset,28.50.16.,Ylimääräiset eläkkeet ja muut eläkemenot,28.50.16.1.,Ylimääräiset eläkkeet (KPY),,8,SIIRTOTALOUDEN TUOTOT JA KULUT,82-83,Siirtotalouden kulut,82-83,Siirtotalouden kulut,826,Siirtotalouden kulut kotitalouksille,82600000,Maksetut eläkkeet,0.0,0.0,0.0,0.0,0.0,81812.11,0.0,81812.11,81812.11
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,0.0,0.0,0.0,10493227.79,-10493227.79,0.0,0.0,0.0,-10493227.79
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000300,Virkasuhteisten ylityökorvaukset,0.0,0.0,0.0,0.0,0.0,0.0,3.47,3.47,3.47
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41020000,Sairausvakuutus- yms. lakien mukaiset palautukset,0.0,0.0,0.0,0.0,0.0,0.0,-5425.28,-5425.28,-5425.28
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,45,Muut kulut,45,Muut kulut,450,Matkakulut,45020001,Matkustuspalvelut,0.0,0.0,0.0,0.0,0.0,0.0,320.0,320.0,320.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000200,Virkasuhteisten työaika- ja suoriteperusteiset lisät ja korvaukset (pl. ylityökorvaukset),0.0,0.0,0.0,0.0,0.0,0.0,5252.29,5252.29,5252.29
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000400,Virkasuhteisten lomarahat,0.0,0.0,0.0,0.0,0.0,0.0,5176.61,5176.61,5176.61
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000600,Virkasuhteisten sairausaikalisä,0.0,0.0,0.0,0.0,0.0,0.0,5.97,5.97,5.97
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,45,Muut kulut,45,Muut kulut,454,Jäsenmaksut,45400000,Jäsenmaksut kotimaahan,0.0,0.0,0.0,0.0,0.0,0.0,2920.0,2920.0,2920.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,0.0,351252.53,351252.53,351252.53
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,0.0,3300.17,3300.17,3300.17
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40090000,"Muut aineet, tarvikkeet ja tavarat",0.0,0.0,0.0,0.0,0.0,0.0,25.81,25.81,25.81
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,0.0,28097.28,28097.28,28097.28
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41130000,Sairausvakuutus- yms. lakien mukaiset sosiaaliturvamaksujen palautukset,0.0,0.0,0.0,0.0,0.0,0.0,-72.7,-72.7,-72.7
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030300,Ulkopuolisten palkkiot,0.0,0.0,0.0,0.0,0.0,0.0,3550.0,3550.0,3550.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000500,Virkasuhteisten lomakorvaukset,0.0,0.0,0.0,0.0,0.0,0.0,5753.23,5753.23,5753.23
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030100,Virkasuhteisten palkkiot,0.0,0.0,0.0,0.0,0.0,0.0,6132.9,6132.9,6132.9
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,433,Henkilöstöpalvelut,43300000,Koulutuspalvelut,0.0,0.0,0.0,0.0,0.0,0.0,3140.0,3140.0,3140.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,0.0,2076114.06,2076114.06,2076114.06
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.90.,Kuntien tukeminen,28.90.32.,Valtionavustus kuntien kannustinjärjestelmiin,4.20.28.90.32.,Valtionavustus kuntien kannustinjärjestelmiin,,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,0.0,0.0,0.0,10000000.0,-10000000.0,0.0,0.0,0.0,-10000000.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.66.,Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet,4.21.28.01.66.,Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet,,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,0.0,0.0,0.0,300000.0,-300000.0,0.0,0.0,0.0,-300000.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.40.,Turvallisuusviranomaisten viestintäverkot,28.70.40.,Turvallisuusviranomaisten viestintäverkot,,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,10500000.0,0.0,10500000.0,10500000.0,0.0,0.0,0.0,0.0,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,29.,Opetus- ja kulttuuriministeriön hallinnonala,29.90.,Liikuntatoimi,29.90.50.,Rahapelitoiminnan tuotot  urheilun ja liikuntakasvatuksen ed,29.90.50.02.5.,"Ylimääräiset urheilijaeläkkeet, maksuperusteisesti budjetoitu määräraha  (EK) (enintään)",,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,320000.0,0.0,320000.0,320000.0,0.0,0.0,0.0,0.0,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,29.,Opetus- ja kulttuuriministeriön hallinnonala,29.90.,Liikuntatoimi,29.90.50.,Rahapelitoiminnan tuotot  urheilun ja liikuntakasvatuksen ed,29.90.50.02.5.,"Ylimääräiset urheilijaeläkkeet, maksuperusteisesti budjetoitu määräraha  (EK) (enintään)",,8,SIIRTOTALOUDEN TUOTOT JA KULUT,82-83,Siirtotalouden kulut,82-83,Siirtotalouden kulut,826,Siirtotalouden kulut kotitalouksille,82600000,Maksetut eläkkeet,0.0,0.0,0.0,0.0,0.0,21928.47,0.0,21928.47,21928.47
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,12.,Sekalaiset tulot,12.28.,Valtiovarainministeriön hallinnonala,12.28.99.,Valtiovarainministeriön hallinnonalan muut tulot,12.28.99.,Valtiovarainministeriön hallinnonalan muut tulot,,8,SIIRTOTALOUDEN TUOTOT JA KULUT,82-83,Siirtotalouden kulut,82-83,Siirtotalouden kulut,826,Siirtotalouden kulut kotitalouksille,82600000,Maksetut eläkkeet,0.0,0.0,0.0,0.0,0.0,-102027.39,0.0,-102027.39,-102027.39
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.25.,Metallirahamenot,28.01.25.2.,Juhla- ja erikoisrahojen suunnittelu  (EK) (enintään),,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,150000.0,0.0,150000.0,150000.0,0.0,0.0,0.0,0.0,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.25.,Metallirahamenot,28.01.25.2.,Juhla- ja erikoisrahojen suunnittelu  (EK) (enintään),,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920000,Asiantuntija- ja tutkimuspalvelut,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,6000.0,6000.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärj",28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärjestelmät",,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,7158319.0,0.0,7158319.0,7158319.0,0.0,0.0,0.0,0.0,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärj",28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärjestelmät",,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,1469.78,0.0,1469.78,1469.78
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärj",28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärjestelmät",,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,13.4,0.0,13.4,13.4
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärj",28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärjestelmät",,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,114.43,0.0,114.43,114.43
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärj",28.70.02.,"Valtion talous-, henkilöstö- ja toimitilahallinnon tietojärjestelmät",,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,8540.24,0.0,8540.24,8540.24
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.03.,Palvelurakenteiden ja valtion hallintorakenteiden kehittämin,4.21.28.40.03.,Alue- ja paikallishallinnon tukitoimet,,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,0.0,0.0,0.0,152204.54,-152204.54,0.0,0.0,0.0,-152204.54
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.03.,Palvelurakenteiden ja valtion hallintorakenteiden kehittämin,4.21.28.40.03.,Alue- ja paikallishallinnon tukitoimet,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920001,Tietotekniikan asiantuntija- ja ylläpitopalvelut,0.0,0.0,0.0,0.0,0.0,0.0,826.8,826.8,826.8
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.5.,Tehokkaan rahanpesun estämisen valvonnan  ja täytäntöönpanon varmistaminen (RRF pilari2) (EK) (varattu),,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,0.0,0.0,0.0,130000.0,-130000.0,0.0,0.0,0.0,-130000.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.5.,Tehokkaan rahanpesun estämisen valvonnan  ja täytäntöönpanon varmistaminen (RRF pilari2) (EK) (varattu),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,0.0,1057.14,1057.14,1057.14
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.5.,Tehokkaan rahanpesun estämisen valvonnan  ja täytäntöönpanon varmistaminen (RRF pilari2) (EK) (varattu),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,0.0,9.64,9.64,9.64
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.5.,Tehokkaan rahanpesun estämisen valvonnan  ja täytäntöönpanon varmistaminen (RRF pilari2) (EK) (varattu),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,0.0,82.32,82.32,82.32
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.5.,Tehokkaan rahanpesun estämisen valvonnan  ja täytäntöönpanon varmistaminen (RRF pilari2) (EK) (varattu),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,0.0,6142.61,6142.61,6142.61
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,14700000.0,0.0,14700000.0,14700000.0,0.0,0.0,0.0,0.0,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000200,Virkasuhteisten työaika- ja suoriteperusteiset lisät ja korvaukset (pl. ylityökorvaukset),0.0,0.0,0.0,0.0,0.0,3061.23,0.0,3061.23,3061.23
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,10098.23,0.0,10098.23,10098.23
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,93.57,0.0,93.57,93.57
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,798.97,0.0,798.97,798.97
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,56562.6,0.0,56562.6,56562.6
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.90.,Kuntien tukeminen,28.90.35.,Valtion korvaus kunnille veroperustemuutoksista aiheutuvista,28.90.35.,Valtion korvaus kunnille veroperustemuutoksista aiheutuvista verotulojen menetyksistä,,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,Tapahtumia,vain talousarviokirjanpidossa,2648000000.0,0.0,2648000000.0,2648000000.0,0.0,0.0,0.0,0.0,0.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.90.,Kuntien tukeminen,28.90.35.,Valtion korvaus kunnille veroperustemuutoksista aiheutuvista,28.90.35.,Valtion korvaus kunnille veroperustemuutoksista aiheutuvista verotulojen menetyksistä,,8,SIIRTOTALOUDEN TUOTOT JA KULUT,82-83,Siirtotalouden kulut,82-83,Siirtotalouden kulut,820,Siirtotalouden kulut paikallishallin,82000000,"Valtionosuudet käyttötalous, paikallishallinto",0.0,0.0,0.0,0.0,0.0,220700004.0,0.0,220700004.0,220700004.0
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.21.,Kansallisen tulorekisterin toteutus,4.20.28.70.21.2.,Kansallisen tulorekisterin toteutus VM,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,0.0,1141.92,1141.92,1141.92
2022,1,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.21.,Kansallisen tulorekisterin toteutus,4.20.28.70.21.2.,Kansallisen tulorekisterin toteutus VM,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,0.0,10.42,10.42,10.42
