Vuosi,Kk,Ha_Tunnus,Hallinnonala,Tv_Tunnus,Kirjanpitoyksikkö,PaaluokkaOsasto_TunnusP,PaaluokkaOsasto_sNimi,Luku_TunnusP,Luku_sNimi,Momentti_TunnusP,Momentti_sNimi,TakpT_TunnusP,TakpT_sNimi,TakpTr_sNimi,Tililuokka_Tunnus,Tililuokka_sNimi,Ylatiliryhma_Tunnus,Ylatiliryhma_sNimi,Tiliryhma_Tunnus,Tiliryhma_sNimi,Tililaji_Tunnus,Tililaji_sNimi,LkpT_Tunnus,LkpT_sNimi,Alkuperäinen_talousarvio,Lisätalousarvio,Voimassaoleva_talousarvio,Käytettävissä,Alkusaldo,Nettokertymä_ko_vuodelta,NettoKertymaAikVuosSiirrt,Nettokertymä,Loppusaldo
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,29.,Opetus- ja kulttuuriministeriön hallinnonala,29.90.,Liikuntatoimi,29.90.50.,Rahapelitoiminnan tuotot  urheilun ja liikuntakasvatuksen ed,29.90.50.10.,Liikunnan aluehallinnon toimintaan (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41120000,Eläkemaksut,0.0,0.0,0.0,0.0,0.0,1369.08,0.0,1369.08,1369.08
2022,2,28,Valtiovarainministeriön hallinnonala,301,Valtiokonttori,33.,Sosiaali- ja terveysministeriön hallinnonala,33.50.,Veteraanien tukeminen,33.50.52.,Valtion korvaus sota- ja sotilasinvalidien kuntoutus- ja hoi,33.50.52.,Valtion korvaus sota- ja sotilasinvalidien kuntoutus- ja hoitolaitosten kustannuksiin,,8,SIIRTOTALOUDEN TUOTOT JA KULUT,82-83,Siirtotalouden kulut,82-83,Siirtotalouden kulut,825,Siirtotalouden kulut voittoa tavoitt,82560000,"Muut siirtotalouden kulut käyttötalous, voittoa tavoittelemattomat yhteisöt",0.0,0.0,0.0,0.0,0.0,2557.8,0.0,2557.8,2557.8
2022,2,28,Valtiovarainministeriön hallinnonala,301,Valtiokonttori,28.,Valtiovarainministeriön hallinnonala,28.20.,Palvelut valtioyhteisölle,28.20.01.,Valtiokonttorin toimintamenot,28.20.01.01.,Valtiokonttorin toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920001,Tietotekniikan asiantuntija- ja ylläpitopalvelut,0.0,0.0,0.0,0.0,0.0,521652.78,0.0,521652.78,521652.78
2022,2,28,Valtiovarainministeriön hallinnonala,301,Valtiokonttori,28.,Valtiovarainministeriön hallinnonala,28.50.,Eläkkeet ja korvaukset,28.50.50.,Vahingonkorvaukset,28.50.50.01.,Tapaturmakorvaukset  (KPY),,8,SIIRTOTALOUDEN TUOTOT JA KULUT,82-83,Siirtotalouden kulut,82-83,Siirtotalouden kulut,828,Siirtotalouden kulut ulkomaille,82820000,"Siirtotalouden kulut käyttötalous, EU jäsenvaltiot",0.0,0.0,0.0,0.0,0.0,9380.44,0.0,9380.44,9380.44
2022,2,28,Valtiovarainministeriön hallinnonala,301,Valtiokonttori,28.,Valtiovarainministeriön hallinnonala,28.50.,Eläkkeet ja korvaukset,28.50.50.,Vahingonkorvaukset,28.50.50.01.,Tapaturmakorvaukset  (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,132.56,0.0,132.56,132.56
2022,2,28,Valtiovarainministeriön hallinnonala,301,Valtiokonttori,15.,Lainat,15.03.,Valtion nettolainanotto ja velanhallinta,15.03.01.,Nettolainanotto ja velanhallinta,15.03.01.1.1.,Uudet euromääräiset lainat (KPY),,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,253,Lyhytaikaiset euromääräiset lainat,25350000,Muut lyhytaikaiset euromääräiset lainat,0.0,0.0,0.0,0.0,0.0,-990925640.25,0.0,-990925640.25,-990925640.25
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.01.,Aluehallintoviraston toimintamenot,28.40.01.01.,Aluehallintoviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000200,Virkasuhteisten työaika- ja suoriteperusteiset lisät ja korvaukset (pl. ylityökorvaukset),0.0,0.0,0.0,0.0,0.0,37331.39,0.0,37331.39,37331.39
2022,2,28,Valtiovarainministeriön hallinnonala,213,Ahvenanmaan valtionvirasto,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.01.,Aluehallintoviraston toimintamenot,28.40.01.01.,Aluehallintoviraston toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40010000,Toimistotarvikkeet,0.0,0.0,0.0,0.0,0.0,301.83,0.0,301.83,301.83
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,29.,Opetus- ja kulttuuriministeriön hallinnonala,29.90.,Liikuntatoimi,29.90.50.,Rahapelitoiminnan tuotot  urheilun ja liikuntakasvatuksen ed,29.90.50.10.,Liikunnan aluehallinnon toimintaan (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41140000,Tapaturmamaksut,0.0,0.0,0.0,0.0,0.0,28.96,0.0,28.96,28.96
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,35.,Ympäristöministeriön hallinnonala,35.10.,Ympäristön- ja luonnonsuojelu,35.10.22.,Eräät ympäristömenot,4.21.35.10.22.1.,Eräät ympäristömenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,0.0,6129.1,6129.1,6129.1
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,32.,Työ- ja elinkeinoministeriön hallinnonala,32.30.,Työllisyys ja yrittäjyys,32.30.51.,Julkiset työvoima- ja yrityspalvelut,32.30.51.07.,"Palkkatuettu työ, valtionhallinto (KPY)",,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,13126.69,0.0,13126.69,13126.69
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17490300,"Muut lyhytaikaiset saamiset (T), palkat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.56,267.56
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,257,Ostovelat,25700100,"Ostovelat (T), Kieku-reskontra",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-651030.87,-651030.87
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.02.,Tullin toimintamenot,28.10.02.,Tullin toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41010500,Työsuhteisten lomakorvaukset,0.0,0.0,0.0,0.0,0.0,-4856.18,0.0,-4856.18,-4856.18
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.01.,Aluehallintoviraston toimintamenot,28.40.01.01.,Aluehallintoviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030600,"Asevelvollisten, kadettien jne. ja siviilipalvelullisten päivärahat",0.0,0.0,0.0,0.0,0.0,243.6,0.0,243.6,243.6
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.01.,Aluehallintoviraston toimintamenot,28.40.01.01.,Aluehallintoviraston toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40060000,Poltto- ja voiteluaineet,0.0,0.0,0.0,0.0,0.0,912.18,0.0,912.18,912.18
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.01.,Aluehallintoviraston toimintamenot,28.40.01.01.,Aluehallintoviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41130000,Sairausvakuutus- yms. lakien mukaiset sosiaaliturvamaksujen palautukset,0.0,0.0,0.0,0.0,0.0,-1351.3,0.0,-1351.3,-1351.3
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,33.,Sosiaali- ja terveysministeriön hallinnonala,33.02.,Valvonta,33.02.07.,Työsuojelun aluehallintoviranomaisten toimintamenot,33.02.07.,Työsuojelun aluehallintoviranomaisten toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43900000,Ravitsemispalvelut,0.0,0.0,0.0,0.0,0.0,247.64,0.0,247.64,247.64
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,33.,Sosiaali- ja terveysministeriön hallinnonala,33.02.,Valvonta,33.02.07.,Työsuojelun aluehallintoviranomaisten toimintamenot,33.02.07.,Työsuojelun aluehallintoviranomaisten toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40050000,Puhdistusaineet ja -tarvikkeet,0.0,0.0,0.0,0.0,0.0,27.25,0.0,27.25,27.25
2022,2,28,Valtiovarainministeriön hallinnonala,360,Etelä-Suomen aluehallintovirasto,33.,Sosiaali- ja terveysministeriön hallinnonala,33.02.,Valvonta,33.02.07.,Työsuojelun aluehallintoviranomaisten toimintamenot,33.02.07.,Työsuojelun aluehallintoviranomaisten toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40040100,"Vaatteisto, virka-, työ- ja suojapuvut",0.0,0.0,0.0,0.0,0.0,1366.2,0.0,1366.2,1366.2
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.02.,Tullin toimintamenot,28.10.02.,Tullin toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40090000,"Muut aineet, tarvikkeet ja tavarat",0.0,0.0,0.0,0.0,0.0,-45207.24,0.0,-45207.24,-45207.24
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,6-alkuiset,,6-alkuiset,,6-alkuiset,,610.,"Talousarviotulot, jotka siirretään toiselle kirjanpitoyksikölle",,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,258,Kirjanpitoyksiköiden välisiet tilitykset,25830102,Toiselle kirjanpitoyksikölle siirrettävät tulot 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46338.8,46338.8
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.02.,Tullin toimintamenot,28.10.02.01.,Tullin toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40030000,"Elintarvikkeet, juomat ja tupakka",0.0,0.0,0.0,0.0,0.0,381.31,0.0,381.31,381.31
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",190,Kassatilit,19000000,Kassatili (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1600.34,-1600.34
2022,2,28,Valtiovarainministeriön hallinnonala,213,Ahvenanmaan valtionvirasto,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.01.,Aluehallintoviraston toimintamenot,28.40.01.01.,Aluehallintoviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,433,Henkilöstöpalvelut,43390000,Muut henkilöstöpalvelut,0.0,0.0,0.0,0.0,0.0,161.06,0.0,161.06,161.06
2022,2,28,Valtiovarainministeriön hallinnonala,213,Ahvenanmaan valtionvirasto,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.29.,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,28.01.29.,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,,9,TUOTOT VEROISTA JA PAKOLLISISTA MAKSUISTA,93,Suoritetut arvonlisäverot,93,Suoritetut arvonlisäverot,930,Suoritetut arvonlisäverokulut,93000001,Arvonlisäverokulut,0.0,0.0,0.0,0.0,0.0,3463.45,0.0,3463.45,3463.45
2022,2,28,Valtiovarainministeriön hallinnonala,213,Ahvenanmaan valtionvirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,19,"RAHAT, PANKKISAAMISET JA MUUT RAHOITUSVARAT",199,Sisäisen rahaliikkeen tilit,19940800,"Tyhjennykset (T), Danske Bank",0.0,0.0,0.0,0.0,0.0,0.0,0.0,429583.16,429583.16
2022,2,28,Valtiovarainministeriön hallinnonala,213,Ahvenanmaan valtionvirasto,28.,Valtiovarainministeriön hallinnonala,28.40.,Valtion alue- ja paikallishallinto,28.40.01.,Aluehallintoviraston toimintamenot,28.40.01.01.,Aluehallintoviraston toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,794.16,0.0,794.16,794.16
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,1,VASTAAVAA,15-19,VAIHTO- JA RAHOITUSOMAISUUS,17,LYHYTAIKAISET SAAMISET,174,Muut lyhytaikaiset saamiset,17400000,Tullisaatavat (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1299663.3,-1299663.3
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25920000,Työnantajan eläkemaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97135.52,-97135.52
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,4,TOIMINNAN KULUT,48,Poistot,48,Poistot,482,Poistot aineellisesta käyttöomaisuud,48290000,Poistot muista aineellisista hyödykkeistä,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,530.0
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.02.,Tullin toimintamenot,28.10.02.,Tullin toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41010600,Työsuhteisten sairausaikalisä,0.0,0.0,0.0,0.0,0.0,-3.12,0.0,-3.12,-3.12
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.02.,Tullin toimintamenot,28.10.02.,Tullin toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000700,Virkasuhteisten vuosilomalisä,0.0,0.0,0.0,0.0,0.0,-2006.98,0.0,-2006.98,-2006.98
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,12.,Sekalaiset tulot,12.28.,Valtiovarainministeriön hallinnonala,12.28.92.,Euroopan unionin perinteisten omien varojen kantopalkkiot,12.28.92.,Euroopan unionin perinteisten omien varojen kantopalkkiot,,3,TOIMINNAN TUOTOT,39,Muut toiminnan tuotot,39,Muut toiminnan tuotot,398,Muut tuotot,39890000,Muut tuotot,0.0,0.0,0.0,0.0,0.0,-16881.07,0.0,-16881.07,-16881.07
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,12.,Sekalaiset tulot,12.39.,Muut sekalaiset tulot,12.39.01.,Sakkotulot ja tulot hallinnollisista maksuseuraamuksista,12.39.01.,Sakkotulot ja tulot hallinnollisista maksuseuraamuksista,,9,TUOTOT VEROISTA JA PAKOLLISISTA MAKSUISTA,91,Muut pakolliset maksut,91,Muut pakolliset maksut,910,Tuotot muista pakollisista maksuista,91000000,Sakkotuotot,0.0,0.0,0.0,0.0,0.0,-209231.6,0.0,-209231.6,-209231.6
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,11.,Verot ja veronluonteiset tulot,11.08.,Valmisteverot,11.08.08.,Eräiden juomapakkausten valmistevero,11.08.08.,Eräiden juomapakkausten valmistevero,,9,TUOTOT VEROISTA JA PAKOLLISISTA MAKSUISTA,90,Verot ja veronluonteiset maksut,90,Verot ja veronluonteiset maksut,901,Muut verot ja veronluonteiset maksut,90120000,Valmisteverot,0.0,0.0,0.0,0.0,0.0,-2555741.01,0.0,-2555741.01,-2555741.01
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,11.,Verot ja veronluonteiset tulot,11.10.,Muut verot,11.10.03.,Autovero,11.10.03.,Autovero,,9,TUOTOT VEROISTA JA PAKOLLISISTA MAKSUISTA,90,Verot ja veronluonteiset maksut,90,Verot ja veronluonteiset maksut,901,Muut verot ja veronluonteiset maksut,90140000,Muut välilliset verot,0.0,0.0,0.0,0.0,0.0,-57546758.0,0.0,-57546758.0,-57546758.0
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.01.,Verohallinnon toimintamenot,28.10.01.,Verohallinnon toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,433,Henkilöstöpalvelut,43330000,Virkistyspalvelut,0.0,0.0,0.0,0.0,0.0,99784.0,0.0,99784.0,99784.0
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.01.,Verohallinnon toimintamenot,28.10.01.,Verohallinnon toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41010600,Työsuhteisten sairausaikalisä,0.0,0.0,0.0,0.0,0.0,9.93,0.0,9.93,9.93
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.01.,Verohallinnon toimintamenot,28.10.01.,Verohallinnon toimintamenot,,4,TOIMINNAN KULUT,45,Muut kulut,45,Muut kulut,459,Muut kulut,45990000,Muut kulut,0.0,0.0,0.0,0.0,0.0,29073.76,0.0,29073.76,29073.76
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.01.,Verohallinnon toimintamenot,28.10.01.,Verohallinnon toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030600,"Asevelvollisten, kadettien jne. ja siviilipalvelullisten päivärahat",0.0,0.0,0.0,0.0,0.0,2204.8,0.0,2204.8,2204.8
2022,2,28,Valtiovarainministeriön hallinnonala,300,Valtiovarainministeriö,28.,Valtiovarainministeriön hallinnonala,28.01.,Hallinto,28.01.01.,Valtiovarainministeriön toimintamenot,4.21.28.01.01.1.1.,Toimintamenot (KPY),,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030100,Virkasuhteisten palkkiot,0.0,0.0,0.0,0.0,0.0,0.0,8952.9,8952.9,8952.9
2022,2,28,Valtiovarainministeriön hallinnonala,302,Tulli,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.02.,Tullin toimintamenot,28.10.02.01.,Tullin toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41030600,"Asevelvollisten, kadettien jne. ja siviilipalvelullisten päivärahat",0.0,0.0,0.0,0.0,0.0,677.6,0.0,677.6,677.6
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,2,VASTATTAVAA,24-29,VIERAS PÄÄOMA,25-26,LYHYTAIKAINEN,259-260,Edelleen tilitettävät erät,25920000,Työnantajan eläkemaksut (T),0.0,0.0,0.0,0.0,0.0,0.0,0.0,29803.25,29803.25
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,11.,Verot ja veronluonteiset tulot,11.10.,Muut verot,11.10.06.,Arpajaisvero,11.10.06.,Arpajaisvero,,9,TUOTOT VEROISTA JA PAKOLLISISTA MAKSUISTA,90,Verot ja veronluonteiset maksut,90,Verot ja veronluonteiset maksut,901,Muut verot ja veronluonteiset maksut,90140000,Muut välilliset verot,0.0,0.0,0.0,0.0,0.0,-6060405.65,0.0,-6060405.65,-6060405.65
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.01.,Verohallinnon toimintamenot,28.10.01.,Verohallinnon toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,410,Palkat ja palkkiot,41000100,Virkasuhteisten varsinaiset palkat,0.0,0.0,0.0,0.0,0.0,17659125.97,0.0,17659125.97,17659125.97
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.01.,Verohallinnon toimintamenot,4.21.28.10.01.,Verohallinnon toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920001,Tietotekniikan asiantuntija- ja ylläpitopalvelut,0.0,0.0,0.0,0.0,0.0,0.0,45732.4,45732.4,45732.4
2022,2,28,Valtiovarainministeriön hallinnonala,308,Digi- ja väestötietovirasto,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,Tapahtumia,vain liikekirjanpidossa,,4,TOIMINNAN KULUT,48,Poistot,48,Poistot,482,Poistot aineellisesta käyttöomaisuud,48240000,Poistot kalusteista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6849.02,6849.02
2022,2,28,Valtiovarainministeriön hallinnonala,308,Digi- ja väestötietovirasto,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.03.,Digi- ja väestötietoviraston toimintamenot,28.30.03.,Digi- ja väestötietoviraston toimintamenot,,4,TOIMINNAN KULUT,40,"Aineet, tarvikkeet ja tavarat",40,"Aineet, tarvikkeet ja tavarat",400,Ostot tilikauden aikana,40090000,"Muut aineet, tarvikkeet ja tavarat",0.0,0.0,0.0,0.0,0.0,149148.14,0.0,149148.14,149148.14
2022,2,28,Valtiovarainministeriön hallinnonala,308,Digi- ja väestötietovirasto,28.,Valtiovarainministeriön hallinnonala,28.30.,"Tilastotoimi, taloudellinen tutkimus ja rekisterihallinto",28.30.03.,Digi- ja väestötietoviraston toimintamenot,4.21.28.30.03.,Digi- ja väestötietoviraston toimintamenot,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920000,Asiantuntija- ja tutkimuspalvelut,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,6000.0
2022,2,28,Valtiovarainministeriön hallinnonala,308,Digi- ja väestötietovirasto,28.,Valtiovarainministeriön hallinnonala,28.70.,Valtionhallinnon kehittäminen,28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,4.20.28.70.01.,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,,4,TOIMINNAN KULUT,43,Palvelujen ostot,43,Palvelujen ostot,439,Muut palvelut,43920010,Käännös- ja tulkkauspalvelut,0.0,0.0,0.0,0.0,0.0,0.0,4508.19,4508.19,4508.19
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.01.,Verohallinnon toimintamenot,28.10.01.,Verohallinnon toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41100000,Työnantajan sosiaaliturvamaksut,0.0,0.0,0.0,0.0,0.0,249332.74,0.0,249332.74,249332.74
2022,2,28,Valtiovarainministeriön hallinnonala,305,Verohallinto,28.,Valtiovarainministeriön hallinnonala,28.10.,Verotus ja tulli,28.10.01.,Verohallinnon toimintamenot,28.10.01.,Verohallinnon toimintamenot,,4,TOIMINNAN KULUT,41,Henkilöstökulut,41,Henkilöstökulut,411,Henkilöstösivukulut,41130000,Sairausvakuutus- yms. lakien mukaiset sosiaaliturvamaksujen palautukset,0.0,0.0,0.0,0.0,0.0,-3482.37,0.0,-3482.37,-3482.37
